Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Variant Image,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,product.metafields.custom.color,product.metafields.custom.size,product.metafields.custom.dress_occasion,product.metafields.custom.dress_style,product.metafields.custom.skirt_length_type,product.metafields.custom.sleeve_length_type
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,26,F570_IVORY_26,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_IVORY_26,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,IVORY 26,IVORY,26,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,LAVENDER,Size,8,F570_LAVENDER_8,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_LAVENDER_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,LAVENDER 8,LAVENDER,8,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,LILAC,Size,2,F570_LILAC_2,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_LILAC_2,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,LILAC 2,LILAC,2,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,14,F570_MINT_14,,shopify,2,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_MINT_14,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,MINT 14,MINT,14,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,NAVY,Size,2,F570_NAVY_2,,shopify,2,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_NAVY_2,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,NAVY 2,NAVY,2,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,PEACH,Size,2,F570_PEACH_2,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_PEACH_2,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,PEACH 2,PEACH,2,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,PERIWINKLE,Size,8,F570_PERIWINKLE_8,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_PERIWINKLE_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,PERIWINKLE 8,PERIWINKLE,8,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,PERRI,Size,8,F570_PERRI_8,,shopify,22,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_PERRI_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,PERRI 8,PERRI,8,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,PINK,Size,12,F570_PINK_12,,shopify,3,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_PINK_12,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,PINK 12,PINK,12,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,POOL,Size,8,F570_POOL_8,,shopify,3,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_POOL_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,POOL 8,POOL,8,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,PURPLE,Size,0,F570_PURPLE_0,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_PURPLE_0,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,PURPLE 0,PURPLE,0,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,RED,Size,10,F570_RED_10,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_RED_10,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,RED 10,RED,10,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,ROYAL,Size,2,F570_ROYAL_2,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_ROYAL_2,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,ROYAL 2,ROYAL,2,,,,
f570,MILANO FORMALS F570,"<p>Elevate your elegance with this breathtaking pastel blue gown that exudes timeless sophistication. Crafted from a luxurious, lightweight fabric, it cascades effortlessly to a floor-length hemline, creating a graceful silhouette. The cowl neckline adds a touch of modern refinement, perfectly complementing the delicate spaghetti straps. This dress is perfect for formal occasions, weddings, or glamorous evening galas, ensuring all eyes are on you. Its minimalist design allows you to accessorize boldly or keep it chic and understated. Glide into any event with poise and confidence, making every moment unforgettable.</p>",Nova Vogue, Dress,,TRUE,Apparel & Accessories > Clothing > Dresses,Color,ROYAL-BLUE,Size,8,F570_ROYAL-BLUE_8,,shopify,1,deny,manual,99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,1,Nova Vogue CODE: F570_ROYAL-BLUE_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/F570_Skyblue_1.png?v=1727408511,MILANO FORMALS F570,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,,new,FALSE,MILANO FORMALS,,,,ROYAL-BLUE 8,ROYAL-BLUE,8,,,,
